1 data type
#t
#x  (utm)
#y  (utm)
#z	(m)
#ux	(m)
#uy	(m)
#uz	(m)
#sxx (m)
#sxy (m)
#sxz (m)
#syx (m)
#syy (m)
#syz (m)
#szx (m)
#szy (m)
#szz (m)
   1.0000000000000000        500.00000000000000        1000.0000000000000        0.0000000000000000        3.4319704190623100E-002   4.5759605587497476E-002  -2.2879802793748738E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        500.00000000000000        2000.0000000000000        0.0000000000000000        7.5397157737263187E-002   5.0264771824842118E-002  -5.0264771824842118E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        500.00000000000000        3000.0000000000000        0.0000000000000000       0.11156088570374767        0.0000000000000000       -7.4373923802498451E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        500.00000000000000        4000.0000000000000        0.0000000000000000        7.5397157737263187E-002  -5.0264771824842118E-002  -5.0264771824842118E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        500.00000000000000        5000.0000000000000        0.0000000000000000        3.4319704190623100E-002  -4.5759605587497476E-002  -2.2879802793748738E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        1500.0000000000000        1000.0000000000000        0.0000000000000000        1.8424783356902966E-002   7.3699133427611863E-002  -3.6849566713805931E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        1500.0000000000000        2000.0000000000000        0.0000000000000000        6.3257959143054709E-002  0.12651591828610942      -0.12651591828610942     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        1500.0000000000000        3000.0000000000000        0.0000000000000000       0.14460978963889190        0.0000000000000000      -0.28921957927778380     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        1500.0000000000000        4000.0000000000000        0.0000000000000000        6.3257959143054709E-002 -0.12651591828610942      -0.12651591828610942     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        1500.0000000000000        5000.0000000000000        0.0000000000000000        1.8424783356902966E-002  -7.3699133427611863E-002  -3.6849566713805931E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        2500.0000000000000        1000.0000000000000        0.0000000000000000       -1.8424783356902966E-002   7.3699133427611863E-002  -3.6849566713805931E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        2500.0000000000000        2000.0000000000000        0.0000000000000000       -6.3257959143054709E-002  0.12651591828610942      -0.12651591828610942     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        2500.0000000000000        3000.0000000000000        0.0000000000000000      -0.14460978963889190        0.0000000000000000      -0.28921957927778380     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        2500.0000000000000        4000.0000000000000        0.0000000000000000       -6.3257959143054709E-002 -0.12651591828610942      -0.12651591828610942     	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        2500.0000000000000        5000.0000000000000        0.0000000000000000       -1.8424783356902966E-002  -7.3699133427611863E-002  -3.6849566713805931E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        3500.0000000000000        1000.0000000000000        0.0000000000000000       -3.4319704190623100E-002   4.5759605587497476E-002  -2.2879802793748738E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        3500.0000000000000        2000.0000000000000        0.0000000000000000       -7.5397157737263187E-002   5.0264771824842118E-002  -5.0264771824842118E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        3500.0000000000000        3000.0000000000000        0.0000000000000000      -0.11156088570374767        0.0000000000000000       -7.4373923802498451E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        3500.0000000000000        4000.0000000000000        0.0000000000000000       -7.5397157737263187E-002  -5.0264771824842118E-002  -5.0264771824842118E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
   1.0000000000000000        3500.0000000000000        5000.0000000000000        0.0000000000000000       -3.4319704190623100E-002  -4.5759605587497476E-002  -2.2879802793748738E-002	1.e-6	0	0	0	1.e-6	0	0	0	1.e-6
